# SS10DB 주요 테이블 목록 (SS10 / SONESP / WMS)
이 자료는 신성통상 메인 DB (SS10DB)의 주요 스키마 테이블 목록을 추출한 것입니다.

| OWNER | TABLE_NAME | NUM_ROWS | TABLE_TYPE | COMMENTS |
| SONESP | CT_SUBPRO_FAB_HIST_CLOSE | 0 | TABLE |  |
| SONESP | CT_SUBPRO_FAB_OUT_WRKPLC_X | 0 | TABLE |  |
| SONESP | CT_SUBPRO_FAB_WRKPLC | 0 | TABLE |  |
| SONESP | CT_TNA_MATLIST | 0 | TABLE |  |
| SONESP | CT_TNA_POLIST | 0 | TABLE |  |
| SONESP | CT_UPC_CONFRIM | 0 | TABLE |  |
| SONESP | CT_WORK_INDC | 0 | TABLE |  |
| SONESP | CT_XRATE_INFO | 0 | TABLE |  |
| SONESP | CT_YOKO_PCH_ASK_DETL | 0 | TABLE |  |
| SONESP | CT_YOKO_PCH_ASK_HDR | 0 | TABLE |  |
| SONESP | CT_YOKO_PCH_ASK_WDTH | 0 | TABLE |  |
| SONESP | CUSCD | 0 | TABLE |  |
| SONESP | DWE_NEGO | 0 | TABLE |  |
| SONESP | DWE_PAY | 0 | TABLE |  |
| SONESP | DWE_PAY_DETAIL | 0 | TABLE |  |
| SONESP | DWE_REC | 0 | TABLE |  |
| SONESP | DWE_REC_DETAIL | 0 | TABLE |  |
| SONESP | DWE_YARN_STORE | 0 | TABLE |  |
| SONESP | DWE_YARN_TRANS | 0 | TABLE |  |
| SONESP | ERR_LOG | 0 | TABLE |  |
| SONESP | ESP2_VIEW_FILE_PAY_INFO | 0 | TABLE |  |
| SONESP | ESP_VIEW_AFT_TOTAL | 0 | TABLE |  |
| SONESP | ESP_VIEW_AFT_TOTAL_BF_AF | 0 | TABLE |  |
| SONESP | ESP_VIEW_AFT_TOTAL_HISTORY | 0 | TABLE |  |
| SONESP | ESP_VIEW_AFT_TOTAL_MEIP | 0 | TABLE |  |
| SONESP | ETIS_ORDER_VIEW | 0 | TABLE |  |
| SONESP | EX_FACTORY | 0 | TABLE |  |
| SONESP | FABRIC | 0 | TABLE |  |
| SONESP | FILE_GUBUN_PAY_INFO | 0 | TABLE |  |
| SONESP | FILE_PAY_FAB_ACC_INFO | 0 | TABLE |  |
| SONESP | FILE_PAY_INFO | 0 | TABLE |  |
| SONESP | FILE_STYLE | 0 | TABLE |  |
| SONESP | HS_TRANSACTION_LOG | 0 | TABLE |  |
| SONESP | IP_LIST | 0 | TABLE |  |
| SONESP | JS_BLOCK_F | 0 | TABLE |  |
| SONESP | JS_COLOR_F | 0 | TABLE |  |
| SONESP | JS_MAIN_F | 0 | TABLE |  |
| SONESP | JS_REMARK_F | 0 | TABLE |  |
| SONESP | JS_STEP_F | 0 | TABLE |  |
| SONESP | JS_WORK_F | 0 | TABLE |  |
| SONESP | JS_YARNQTY_F | 0 | TABLE |  |
| SONESP | JS_YARN_ADD | 0 | TABLE |  |
| SONESP | JS_YARN_F | 0 | TABLE |  |
| SONESP | JS_YOKO_F | 0 | TABLE |  |
| SONESP | JT_YOKO_F | 0 | TABLE |  |
| SONESP | KOTITI | 0 | TABLE |  |
| SONESP | K_TEST | 0 | TABLE |  |
| SONESP | MEIP_MENU | 0 | TABLE |  |
