
=========================================
 Sheet: 기준정보-주요테이블명세
=========================================
R03:  |  | ■ | FONE 정리 기준 |  |  |  | ■ | FONE 주요/참조 테이블 목록 |  |  |  | ■ | AONE 정리 기준 |  |  |  | ■ | AONE 주요/참조 테이블 목록 | 
R120:  |  |  | ATTR1 | VARCHAR2 (200 Byte) | Y |  |  | 속성1 |  |  |  |  | ATTR1 | VARCHAR2 (200 Byte) | Y |  |  | 속성1 | 
R121:  |  |  | ATTR2 | VARCHAR2 (200 Byte) | Y |  |  | 매장사용여부(자료사전검색) |  |  |  |  | ATTR2 | VARCHAR2 (200 Byte) | Y |  |  | 매장사용여부(자료사전검색) | 
R122:  |  |  | ATTR3 | VARCHAR2 (200 Byte) | Y |  |  | 속성3 |  |  |  |  | ATTR3 | VARCHAR2 (200 Byte) | Y |  |  | 속성3 | 
R123:  |  |  | ATTR4 | VARCHAR2 (200 Byte) | Y |  |  | 속성4 |  |  |  |  | ATTR4 | VARCHAR2 (200 Byte) | Y |  |  | 속성4 | 
R124:  |  |  | ATTR5 | VARCHAR2 (200 Byte) | Y |  |  | 속성5 |  |  |  |  | ATTR5 | VARCHAR2 (200 Byte) | Y |  |  | 속성5 | 
R125:  |  |  | ACCO_BRD_CD | VARCHAR2 (20 Byte) | Y |  |  | 회계브랜드코드 |  |  |  |  | ACCO_BRD_CD | VARCHAR2 (20 Byte) | Y |  |  | 회계브랜드코드 | 
R126:  |  |  | MGN_CLSBY | VARCHAR2 (20 Byte) | Y |  |  | 관리구분 |  |  |  |  | MGN_CLSBY | VARCHAR2 (20 Byte) | Y |  |  | 관리구분 | 
R127:  |  |  | RLEST_GRNT | NUMBER | Y | 0 |  |  |  |  |  |  | RLEST_GRNT | NUMBER | Y | 0 |  |  | 
R128:  |  |  | CASH_GRNT | NUMBER | Y | 0 |  | 현금담보 |  |  |  |  | CASH_GRNT | NUMBER | Y | 0 |  | 현금담보 | 
R129:  |  |  | ETC_GRNT | NUMBER | Y | 0 |  | 기타담보 |  |  |  |  | ETC_GRNT | NUMBER | Y | 0 |  | 기타담보 | 
R130:  |  |  | INSR | NUMBER | Y | 0 |  | 보험 |  |  |  |  | INSR | NUMBER | Y | 0 |  | 보험 | 
R131:  |  |  | ATTR6 | VARCHAR2 (200 Byte) | Y |  |  | 점간요청제외여부 |  |  |  |  | ATTR6 | VARCHAR2 (200 Byte) | Y |  |  | 점간이동제외여부 | 
R132:  |  |  | ATTR7 | VARCHAR2 (200 Byte) | Y |  |  | 출고통제대상여부(Y:출고통제) |  |  |  |  | ATTR7 | VARCHAR2 (200 Byte) | Y |  |  | 출고통제대상여부(Y:출고통제) | 
R133:  |  |  | ATTR8 | VARCHAR2 (200 Byte) | Y |  |  | 행낭코드 |  |  |  |  | ATTR8 | VARCHAR2 (200 Byte) | Y |  |  | 행낭코드 | 
R134:  |  |  | ATTR9 | VARCHAR2 (200 Byte) | Y |  |  |  |  |  |  |  | ATTR9 | VARCHAR2 (200 Byte) | Y |  |  |  | 
R135:  |  |  | ATTR10 | VARCHAR2 (200 Byte) | Y |  |  | 직원판매여부 |  |  |  |  | ATTR10 | VARCHAR2 (200 Byte) | Y |  |  | 직원판매여부 | 
R136:  |  |  | ATTR11 | VARCHAR2 (200 Byte) | Y |  |  | 재고조회여부 |  |  |  |  | ATTR11 | VARCHAR2 (200 Byte) | Y |  |  | 재고조회여부 | 
R137:  |  |  | ATTR12 | VARCHAR2 (200 Byte) | Y |  |  | 배송구분 |  |  |  |  | ATTR12 | VARCHAR2 (200 Byte) | Y |  |  | 배송구분 | 
R138:  |  |  | ATTR13 | VARCHAR2 (200 Byte) | Y |  |  | 수시출고반품여부 |  |  |  |  | ATTR13 | VARCHAR2 (200 Byte) | Y |  |  | 당일판매분지시여부(사용안함) | 
R139:  |  |  | ATTR14 | VARCHAR2 (200 Byte) | Y |  |  | 매장용영수증출력여부 |  |  |  |  | ATTR14 | VARCHAR2 (200 Byte) | Y |  |  | 매장용영수증출력여부 | 
R140:  |  |  | ATTR15 | VARCHAR2 (200 Byte) | Y |  |  | 현금미수금관리여부 |  |  |  |  | ATTR15 | VARCHAR2 (200 Byte) | Y |  |  | 직영대형매장여부 | 
R141:  |  |  | ATTR16 | VARCHAR2 (200 Byte) | Y |  |  |  |  |  |  |  | ATTR16 | VARCHAR2 (200 Byte) | Y |  |  |  | 
R142:  |  |  | MEND_EXPN_IMP_YN | VARCHAR2 (20 Byte) | Y |  |  | 수선비부과여부 |  |  |  |  | MEND_EXPN_IMP_YN | VARCHAR2 (20 Byte) | Y |  |  | 수선비부과여부 | 
R143:  |  |  | OVEDU_INT_IMP_YN | CHAR (1 Byte) | Y |  |  | 연체이자부과여부 |  |  |  |  | OVEDU_INT_IMP_YN | CHAR (1 Byte) | Y |  |  | 연체이자부과여부 | 
R144:  |  |  | TERMN_CLSBY | VARCHAR2 (10 Byte) | Y |  |  | 모듈 구분(POS,터미널) |  |  |  |  | TERMN_CLSBY | VARCHAR2 (10 Byte) | Y |  |  | 모듈 구분(POS,터미널) | 
R145:  |  |  | REFUND_TERMN_ID | VARCHAR2 (20 Byte) | Y |  |  | TAX REFUND용 단말기번호 |  |  |  |  | REFUND_TERMN_ID | VARCHAR2 (20 Byte) | Y |  |  | TAX REFUND용 단말기번호 | 
R146:  |  |  | REFUND_SHOP_ID | VARCHAR2 (10 Byte) | Y |  |  |  |  |  |  |  | REFUND_SHOP_ID | VARCHAR2 (10 Byte) | Y |  |  |  | 
